address,postal_code,offered_since,asking-price,surface,energy_label,housing_type,build_year,number_rooms,number_bathrooms,bathroom_facilities,total_floors,isolation,heating,warm_water,cv_ketel,land_ownership,erfpacht,location,balcony_terrace,parking,garden,inhabitants_neighborhood,families_with_kids_perc,neighborhood_price_sqm
Rheastraat 26,1076 DS Amsterdam,7 september 2022,€ 800.000 kosten koper,110 m²,A,Bovenwoning (appartement),2008,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-01-2056,"Aan rustige weg, aan vaarwater, in centrum en in woonwijk",Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, op afgesloten terrein, op eigen terrein, openbaar parkeren, parkeergarage en parkeervergunningen",,,,
Van Oldenbarneveldtstraat 4 II,1052 KA Amsterdam,7 september 2022,€ 475.000 kosten koper,59 m²,C,Bovenwoning (appartement),Voor 1906,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,2020,Volle eigendom,,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,,,,
Gustav Mahlerlaan 543 A,1082 MK Amsterdam,8 september 2022,€ 1.450.000 kosten koper,133 m²,A,Bovenwoning (appartement),2017,3 kamers (2 slaapkamers),2 badkamers,2 toiletten,1 woonlaag,HR-glas en volledig geïsoleerd,"Aardwarmte, gehele vloerverwarming, warmte terugwininstallatie en warmtepomp",Aardwarmte en centrale voorziening,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-11-2064),"€ 3.183,3 per jaar",In woonwijk en vrij uitzicht,Balkon aanwezig,Parkeergarage,,,,
Ceramplein 87,1095 DE Amsterdam,6 september 2022,€ 575.000 kosten koper,92 m²,A,Benedenwoning (appartement),1998,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"2013, eigendom",Erfpacht,Afgekocht tot 16-03-2047,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Van Oldenbarneveldtstraat 57 III,1052 JT Amsterdam,2 september 2022,€ 600.000 kosten koper,76 m²,D,Bovenwoning (appartement),1882,3 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,2 woonlagen,"Dakisolatie, dubbel glas en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas ECO30 (gas gestookt uit 2015, eigendom)",Volle eigendom,,Aan rustige weg en in centrum,,Betaald parkeren en parkeervergunningen,,,,
Van Ostadestraat 152 O,1072 TG Amsterdam,6 september 2022,€ 1.850.000 kosten koper,193 m²,C,Benedenwoning (appartement),1902,5 kamers (3 slaapkamers),3 badkamers en 1 apart toilet,"Ligbad, 3 douches en 2 toiletten",2 woonlagen,"Dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,Aan rustige weg en in centrum,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Patio/atrium,,,
Robert Fruinlaan 24 II,1065 XX Amsterdam,3 september 2022,€ 375.000 kosten koper,69 m²,C,Bovenwoning (appartement),1957,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-03-2056),,In woonwijk en vrij uitzicht,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Riouwstraat 90,1094 XX Amsterdam,4 september 2022,€ 450.000 kosten koper,75 m²,C,Bovenwoning (appartement),1979,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2010, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-02-2051,Aan rustige weg,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Orteliusstraat 174 3,1057 BK Amsterdam,5 september 2022,€ 675.000 kosten koper,94 m²,C,Bovenwoning (appartement),1926,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,3 woonlagen,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Gas gestookt uit 2015, eigendom",Volle eigendom,,Aan drukke weg en in woonwijk,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Zacharias Jansestraat 23 H,1097 CJ Amsterdam,4 september 2022,€ 785.000 kosten koper,86 m²,C,Benedenwoning (appartement),1909,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Gedeeltelijk dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"ATAG (gas gestookt combiketel uit 2014, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,Openbaar parkeren en parkeervergunningen,Achtertuin,,,
Faas Wilkesstraat 427 +PP,1095 MD Amsterdam,6 september 2022,€ 690.000 kosten koper,118 m²,A,Bovenwoning (appartement),2020,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,1 woonlaag,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,€ 2.942 per jaar met optie tot afkopen,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren,,,,
Waterlandplein 18 A + PP,1024 LW Amsterdam,5 september 2022,€ 549.750 kosten koper,111 m²,A,Maisonnette (appartement),2012,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,Dubbel glas en volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Centrale voorziening,,Erfpacht,Afgekocht tot 01-12-2060,In woonwijk en vrij uitzicht,Balkon aanwezig,"Openbaar parkeren, parkeergarage en parkeervergunningen",Voortuin,,,
Carolina MacGillavrylaan 63 + PP,1098 XA Amsterdam,5 september 2022,€ 525.000 kosten koper,82 m²,A+,Bovenwoning (appartement),2012,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt uit 2012, eigendom)",Gemeentelijk eigendom belast met erfpacht,,In woonwijk en vrij uitzicht,Balkon aanwezig,Parkeergarage,,,,
Keizersgracht 804 E,1017 ED Amsterdam,5 september 2022,€ 2.100.000 kosten koper,188 m²,,Bovenwoning (dubbel bovenhuis),1761,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,"Jacuzzi, stoomcabine, 2 douches en 2 toiletten",4 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Gas gestookt,,,"Aan rustige weg, aan vaarwater, aan water en in centrum",Dakterras aanwezig,Betaald parkeren en parkeervergunningen,,,,
Leksmondhof 59,1108 EP Amsterdam,2 weken,€ 400.000 kosten koper,89 m²,D,Bovenwoning (appartement),1979,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Intergas Kompakt HRE ( combiketel uit 2010, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Aan park en vrij uitzicht,Balkon aanwezig,"Betaald parkeren, op afgesloten terrein, parkeergarage en parkeervergunningen",,,,
Asingaborg 47,1082 SC Amsterdam,3 september 2022,€ 400.000 kosten koper,71 m²,D,Bovenwoning (appartement),1965,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2019, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 16-05-2053,In woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Marcantilaan 142,1051 LX Amsterdam,3 september 2022,€ 325.000 kosten koper,40 m²,B,Bovenwoning (appartement),1984,2 kamers (1 slaapkamer),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HR (gas gestookt combiketel uit 2019, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 28-02-2035,"Aan vaarwater, aan water, in woonwijk en open ligging",Dakterras aanwezig,Betaald parkeren en parkeervergunningen,,,,
Bos en Lommerweg 181 II,1055 DS Amsterdam,5 september 2022,€ 375.000 kosten koper,51 m²,D,Bovenwoning (appartement),1925,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt uit 2016, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-09-2048),"€ 241,23 per jaar",In woonwijk,Balkon aanwezig,Betaald parkeren en openbaar parkeren,,,,
Cornelis Troostplein 3 II,1072 JJ Amsterdam,4 september 2022,€ 400.000 kosten koper,46 m²,D,Tussenverdieping (appartement),1904,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2008, eigendom)",Volle eigendom,,In centrum en vrij uitzicht,Balkon aanwezig en frans balkon aanwezig,Betaald parkeren en openbaar parkeren,,,,
Leenhofstraat 33,1067 KX Amsterdam,2 weken,€ 350.000 kosten koper,64 m²,C,Bovenwoning (appartement),1956,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 28-02-2063,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Openbaar parkeren,,,,
Herengracht 455 F,1017 BS Amsterdam,2 weken,€ 875.000 kosten koper,80 m²,D,Tussenverdieping (appartement),1665,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,Vloerisolatie,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2019, eigendom",Volle eigendom,,"Aan rustige weg, aan vaarwater, aan water, in centrum en vrij uitzicht",,Betaald parkeren en parkeervergunningen,,,,
Van Boshuizenstraat 471,1082 AS Amsterdam,2 weken,€ 475.000 kosten koper,72 m²,E,Bovenwoning (appartement),1961,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2012, eigendom)",Eigendom belast met erfpacht,Eeuwigdurend afgekocht,In woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Dusartstraat 28 HS,1072 HS Amsterdam,2 weken,€ 450.000 kosten koper,60 m²,E,Benedenwoning (appartement),1906,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Nefit Proline NxT (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,In woonwijk,,Betaald parkeren en parkeervergunningen,Plaats,,,
Westerdoksdijk 707 D,1013 BX Amsterdam,3 september 2022,€ 1.100.000 kosten koper,167 m²,A,Bovenwoning (appartement),1881,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2009, eigendom)",Volle eigendom,,"Aan water, in centrum, in woonwijk en vrij uitzicht","Dakterras aanwezig, balkon aanwezig en frans balkon aanwezig",Betaald parkeren en parkeervergunningen,,,,
IJburglaan 911,1087 EN Amsterdam,3 september 2022,€ 495.000 kosten koper,95 m²,A,Bovenwoning (appartement),2009,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Dubbel glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Vrij uitzicht,,Betaald parkeren en parkeervergunningen,,,,
Wagenaarstraat 177,1093 CN Amsterdam,3 september 2022,€ 800.000 kosten koper,118 m²,A,Bovenwoning (appartement),1879,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"HR Intergas (gas gestookt combiketel uit 2006, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-04-2052),Afgekocht tot 01-04-2052,,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Mezquitalaan 74 +PP,1064 NS Amsterdam,2 weken,€ 549.000 kosten koper,108 m²,C,Bovenwoning (appartement),1999,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Gedeeltelijk dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"2010, eigendom",Erfpacht,Afgekocht tot 01-06-2047,"Aan park, aan vaarwater, aan water en in woonwijk",,Betaald parkeren en parkeergarage,,,,
Nachtwachtlaan 169,1058 EG Amsterdam,2 weken,€ 400.000 kosten koper,58 m²,A,Portiekflat (appartement),1974,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas,Blokverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-06-2094,"Aan drukke weg, aan park en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Hogeweg 52 A,1098 CE Amsterdam,3 september 2022,€ 925.000 kosten koper,115 m²,C,Bovenwoning (dubbel bovenhuis),1900,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",3 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"HR Eco (gas gestookt combiketel uit 2020, eigendom)",Volle eigendom,,,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Frieslandstraat 135,1082 TM Amsterdam,3 september 2022,€ 365.000 kosten koper,46 m²,B,Benedenwoning (appartement),1964,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Blokverwarming,Elektrische boiler,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-09-2037),"€ 87,3 per jaar","Aan rustige weg, aan water, in woonwijk en vrij uitzicht",,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Ceintuurbaan 410 IV,1074 EA Amsterdam,3 september 2022,€ 585.000 kosten koper,68 m²,C,Bovenwoning (appartement),Voor 1906,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas Xtreme 30 ketel (gas gestookt combiketel uit 2020, eigendom)",Volle eigendom,,Aan drukke weg,Dakterras aanwezig,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Generaal Vetterstraat 11 H,1059 BS Amsterdam,2 weken,€ 650.000 kosten koper,74 m²,B,Benedenwoning (appartement),1921,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"HR (gas gestookt combiketel, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-10-2063,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Mary van der Sluisstraat 486,1095 ME Amsterdam,3 september 2022,€ 850.000 kosten koper,169 m²,A,Penthouse (dubbel bovenhuis),2017,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijke erfpacht,"€ 2.126,7 per jaar","Aan rustige weg, aan water, in woonwijk en open ligging",Dakterras aanwezig en balkon aanwezig,Betaald parkeren en openbaar parkeren,Zonneterras,,,
Balistraat 48 2,1094 JN Amsterdam,2 weken,€ 395.000 kosten koper,50 m²,D,Bovenwoning (appartement),1904,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"AWB (gas gestookt combiketel uit 2006, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Spaarndammerstraat 95 2,1013 TC Amsterdam,2 weken,€ 365.000 kosten koper,45 m²,D,Bovenwoning (appartement),1932,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt, eigendom",Volle eigendom,,In centrum en in woonwijk,Balkon aanwezig,Betaald parkeren,,,,
Molukkenstraat 155 I,1095 BD Amsterdam,2 weken,€ 390.000 kosten koper,47 m²,D,Bovenwoning (appartement),1926,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2021, eigendom",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-10-2062,In centrum en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Valkenburgerstraat 121,1011 MH Amsterdam,2 weken,€ 575.000 kosten koper,81 m²,B,Bovenwoning (appartement),1998,3 kamers (2 slaapkamers),1 badkamer,Ligbad,1 woonlaag,Volledig geïsoleerd,Stadsverwarming,Centrale voorziening en stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-05-2046,"Aan drukke weg, in centrum, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Valentijnkade 57 D,1095 JK Amsterdam,2 weken,€ 485.000 kosten koper,49 m²,A,Bovenwoning (appartement),1926,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Intergas ( combiketel, eigendom)",Gemeentelijk eigendom belast met erfpacht,"€ 241,91 per jaar","Aan bosrand, aan park, aan rustige weg, aan vaarwater, beschutte ligging, in bosrijke omgeving, in centrum, in woonwijk en vrij uitzicht",Dakterras aanwezig,Betaald parkeren en parkeervergunningen,,,,
Kea Boumanstraat 116 -A,1095 MA Amsterdam,2 weken,€ 1.125.000 kosten koper,159 m²,A,Dubbel benedenhuis (appartement),2016,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad,2 woonlagen,Volledig geïsoleerd,Stadsverwarming en gedeeltelijke vloerverwarming,Centrale voorziening,,Gemeentelijke erfpacht (einddatum erfpacht: 31-01-2064),"€ 4.587,29 per jaar met optie tot afkopen","Aan vaarwater, aan water, open ligging en vrij uitzicht",,"Betaald parkeren, op eigen terrein, openbaar parkeren en parkeervergunningen",Achtertuin en zijtuin,,,
Deurloostraat 26 2,1078 JB Amsterdam,2 weken,€ 725.000 kosten koper,85 m²,A,Bovenwoning (appartement),1928,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,"Dakisolatie, dubbel glas en vloerisolatie",Cv-ketel,Cv-ketel,"Gas gestookt uit 2019, eigendom",Gemeentelijke erfpacht (einddatum erfpacht: 31-05-2052),€ 2.169 per jaar met optie tot afkopen,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Osdorpplein 80,1068 EM Amsterdam,2 weken,€ 425.000 kosten koper,86 m²,A,Bovenwoning (appartement),1998,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"2015, eigendom",Erfpacht,Afgekocht tot 16-07-2046,"In woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Bos en Lommerweg 343 III,1055 EA Amsterdam,2 weken,€ 435.000 kosten koper,77 m²,G,Bovenwoning (appartement),1940,4 kamers (3 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Bosch (gas gestookt combiketel uit 2011, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-06-2039),"€ 41,29 per jaar met optie tot afkopen","In centrum, in woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Simone de Beauvoirstraat 41,1102 AS Amsterdam,6 september 2022,€ 345.000 kosten koper,84 m²,C,Bovenwoning (appartement),1993,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",,,,Balkon aanwezig,Op afgesloten terrein,,,,
Linnaeuskade 13 -H,1098 BE Amsterdam,2 weken,€ 850.000 kosten koper,122 m²,E,Benedenwoning,1902,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Atag I36EC (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,"Aan rustige weg, aan water en vrij uitzicht",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Patio/atrium,,,
Baarsjesweg 273 A,1058 AD Amsterdam,3 september 2022,€ 875.000 kosten koper,110 m²,A,Tussenverdieping (appartement),1967,4 kamers (3 slaapkamers),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2015, eigendom)",Volle eigendom,,Aan rustige weg en aan water,,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Stadionplein 31 ll,1076 CG Amsterdam,2 weken,€ 650.000 kosten koper,75 m²,F,Bovenwoning (appartement),1931,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas,Blokverwarming,Centrale voorziening,,Gemeentelijke erfpacht (einddatum erfpacht: 28-02-2055),Afgekocht tot 28-02-2055,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, parkeergarage en parkeervergunningen",,,,
Bergmolen 73,1035 BD Amsterdam,2 weken,€ 325.000 kosten koper,95 m²,D,Galerijflat (appartement),1968,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dakisolatie en muurisolatie,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2005, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-07-2060),Eeuwigdurend afgekocht,"Aan park, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, op afgesloten terrein en parkeervergunningen",,,,
Bestevâerstraat 152 1,1055 TR Amsterdam,2 weken,€ 375.000 kosten koper,48 m²,D,Bovenwoning (appartement),1925,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2015, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-01-2061),Afgekocht tot 31-01-2061,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
